ImageId,id,WKT,Confidence
img1,114,"POLYGON ((601.7886183941737 837.1748653661925, 597.4687139200978 837.1748653661925, 597.4687139200978 829.7534910156392, 601.7886183941737 829.7534910156392, 601.7886183941737 837.1748653661925))",1
img1,115,"POLYGON ((194.7204941250384 887.1908730959985, 188.4898626734503 887.1908730959985, 188.4898626734503 882.0679094563238, 194.7204941250384 882.0679094563238, 194.7204941250384 887.1908730959985))",1
img1,116,"POLYGON ((71.57797102816403 364.4958160923561, 67.25806655455381 368.7326454793802, 59.86438389727846 365.6588672952494, 61.35973544698209 363.0004645421868, 67.09191638184711 365.7419423842803, 69.83339422242716 362.9173894568812, 71.57797102816403 364.4958160923561))",1
img1,117,"POLYGON ((451.8253897870891 437.5354746807134, 446.5085842804983 437.5354746807134, 446.5085842804983 431.5540684856242, 451.8253897870891 431.5540684856242, 451.8253897870891 437.5354746807134))",1
img1,118,"POLYGON ((98.98615692323074 293.2388143085409, 94.82814189791679 293.2388143085409, 94.82814189791679 290.1379877110012, 94.82814189791679 285.6266926282551, 97.96098570432514 285.6266926282551, 98.98615692323074 285.6266926282551, 98.98615692323074 293.2388143085409))",1
img1,119,"POLYGON ((247.9602824770845 509.4761915442068, 243.114235792309 509.4761915442068, 243.114235792309 502.9686431355076, 247.9602824770845 502.9686431355076, 247.9602824770845 509.4761915442068))",1
img1,120,"POLYGON ((91.24193619983271 711.4102216820465, 86.94972342066467 711.4102216820465, 86.94972342066467 704.0719224148197, 91.24193619983271 704.0719224148197, 91.24193619983271 711.4102216820465))",1
img1,121,"POLYGON ((13.76697462797165 110.9615014462033, 9.631620803382248 110.9615014462033, 9.631620803382248 103.3486909973435, 13.76697462797165 103.3486909973435, 13.76697462797165 110.9615014462033))",1
img1,122,"POLYGON ((361.0725504523143 554.6584231967572, 356.088045291137 554.6584231967572, 356.088045291137 548.3447166578844, 361.0725504523143 548.3447166578844, 361.0725504523143 554.6584231967572))",1
img1,123,"POLYGON ((612.7692782157101 584.0528963955585, 605.4309789491817 588.4835676538059, 603.5398810692132 585.3514367863536, 610.8781803357415 580.9207655327627, 612.7692782157101 584.0528963955585))",1
img1,124,"POLYGON ((8.96192709216848 14.4121866467176, 1.819043214432895 14.4121866467176, 1.819043214432895 10.02620531711727, 8.96192709216848 10.02620531711727, 8.96192709216848 14.4121866467176))",1
img1,125,"POLYGON ((865.4820887302049 192.2955130710034, 865.4820887302049 198.4430694347247, 861.9098600312136 198.4430694347247, 861.9098600312136 196.8646428011125, 858.1714811581187 196.8646428011125, 858.1714811581187 194.3723902214551, 861.9098600312136 194.3723902214551, 861.9098600312136 192.2955130710034, 865.4820887302049 192.2955130710034))",1
img1,126,"POLYGON ((243.2997701517306 237.7758919746848, 238.4814151609316 237.7758919746848, 238.4814151609316 231.2960352632217, 243.2997701517306 231.2960352632217, 243.2997701517306 237.7758919746848))",1
img1,127,"POLYGON ((752.4060968807898 601.3846514746547, 748.1191918300465 605.8303307860624, 744.5139637081884 602.3538608129602, 748.8008687603287 597.9081815005047, 752.4060968807898 601.3846514746547))",1
img1,128,"POLYGON ((369.5462092263624 547.1816654509166, 362.9002023446374 547.1816654509166, 362.9002023446374 542.5294606358511, 369.5462092263624 542.5294606358511, 369.5462092263624 547.1816654509166))",1
img1,129,"POLYGON ((404.7534023635089 415.6153208008036, 398.5947693176568 415.6153208008036, 398.5947693176568 410.6086622801377, 404.7534023635089 410.6086622801377, 404.7534023635089 415.6153208008036))",1
img1,130,"POLYGON ((228.4411330767907 621.4186732080998, 224.8855411056429 621.8065559669631, 223.9550784304738 613.2773147749249, 227.5106704016216 612.8894320135005, 228.4411330767907 621.4186732080998))",1
img1,131,"POLYGON ((442.6218240689486 609.4104432306485, 436.4742677030154 609.4104432306485, 436.4742677030154 604.4259380671429, 442.6218240689486 604.4259380671429, 442.6218240689486 609.4104432306485))",1
img1,132,"POLYGON ((258.3481640485115 688.7094928915612, 258.3481640485115 691.7001959903864, 260.6742664566264 691.7001959903864, 260.6742664566264 695.3554997759638, 258.3481640485115 695.3554997759638, 255.0251606074162 695.3554997759638, 255.0251606074162 688.7094928915612, 258.3481640485115 688.7094928915612))",1
img1,133,"POLYGON ((442.4556738990359 630.6776652534027, 435.0586682390422 631.7343803475378, 434.4804656398483 627.6869621574879, 441.8774712993763 626.6302470635856, 442.4556738990359 630.6776652534027))",1
img1,134,"POLYGON ((547.276402163785 827.2450416311622, 544.8066462622955 829.8600772924256, 538.6365932160988 824.0328049705131, 541.1063491199166 821.4177693094825, 547.276402163785 827.2450416311622))",1
img1,135,"POLYGON ((195.5240856925957 496.7114719633246, 189.847288148012 501.9728940811474, 187.1770111960359 499.0918057883391, 192.8538087410852 493.8303836721461, 195.5240856925957 496.7114719633246))",1
img1,136,"POLYGON ((267.0897056204267 645.9159436728805, 262.0953301512636 650.0022508754628, 259.1144973617047 646.3590107997879, 264.1088728304021 642.2727035969729, 267.0897056204267 645.9159436728805))",1
img1,137,"POLYGON ((3.698749496601522 26.44230686558876, -0.937859337776899 26.44230686558876, -0.937859337776899 19.92599174787756, 3.698749496601522 19.92599174787756, 3.698749496601522 26.44230686558876))",1
img1,138,"POLYGON ((406.0454790447839 180.3880840723868, 402.5840171272866 180.3880840723868, 402.5840171272866 171.6652000389295, 406.0454790447839 171.6652000389295, 406.0454790447839 180.3880840723868))",1
img1,139,"POLYGON ((395.9336257213727 610.5734944344731, 389.4537690104917 610.5734944344731, 389.4537690104917 605.9212896156823, 395.9336257213727 605.9212896156823, 395.9336257213727 610.5734944344731))",1
img1,140,"POLYGON ((541.8787830481306 544.5361854915973, 538.3896294338629 544.5361854915973, 538.3896294338629 535.8963765456574, 541.8787830481306 535.8963765456574, 541.8787830481306 544.5361854915973))",1
img1,141,"POLYGON ((177.3281828351319 456.7927411638666, 173.589803963434 456.7927411638666, 173.589803963434 448.7621495135827, 177.3281828351319 448.7621495135827, 177.3281828351319 456.7927411638666))",1
img1,142,"POLYGON ((396.4419990978204 677.1937135669868, 391.7344108899124 677.1937135669868, 391.7344108899124 670.8246236372506, 396.4419990978204 670.8246236372506, 396.4419990978204 677.1937135669868))",1
img1,143,"POLYGON ((622.265513156075 859.9212421370903, 618.1671422463842 859.9212421370903, 618.1671422463842 852.6106345650041, 622.265513156075 852.6106345650041, 622.265513156075 859.9212421370903))",1
img1,144,"POLYGON ((728.7800039355643 445.6883713204879, 728.7800039355643 446.7960391343804, 731.6876319460571 446.7960391343804, 731.6876319460571 449.3575209534029, 728.7800039355643 449.3575209534029, 728.7800039355643 450.5344180066604, 724.1416449644603 450.5344180066604, 724.1416449644603 445.6883713204879, 728.7800039355643 445.6883713204879))",1
img1,145,"POLYGON ((619.8286439669318 851.281433191034, 614.7333720242605 851.281433191034, 614.7333720242605 845.4107937754598, 619.8286439669318 845.4107937754598, 619.8286439669318 851.281433191034))",1
img1,146,"POLYGON ((313.8686286290176 826.1860682519618, 306.059570542071 826.1860682519618, 306.059570542071 822.3646142950747, 313.8686286290176 822.3646142950747, 313.8686286290176 826.1860682519618))",1
img1,147,"POLYGON ((144.9882861650549 604.5318158585578, 141.9975830684416 604.5318158585578, 141.9975830684416 594.5628055346897, 144.9882861650549 594.5628055346897, 144.9882861650549 604.5318158585578))",1
img1,148,"POLYGON ((383.9807361937128 680.5167170064524, 378.1654801713303 680.5167170064524, 378.1654801713303 675.3937533699209, 383.9807361937128 675.3937533699209, 383.9807361937128 680.5167170064524))",1
img1,149,"POLYGON ((251.144827441778 497.8456794996746, 247.1477801850997 499.9441293090349, 244.0834451289847 494.1073006276274, 248.0804923851974 492.0088508165209, 251.144827441778 497.8456794996746))",1
img1,150,"POLYGON ((1007.779553053901 1000.225462079863, 1005.121150300838 1000.225462079863, 1005.121150300838 989.0380171593279, 1007.779553053901 989.0380171593279, 1007.779553053901 1000.225462079863))",1
img1,151,"POLYGON ((924.1360994130373 815.6252370458096, 923.3285915818997 819.3397730665747, 915.6856836662628 817.6782713483553, 916.4931914974004 813.9637353235157, 924.1360994130373 815.6252370458096))",1
img1,152,"POLYGON ((657.544733023271 616.8296945558395, 652.5602278616279 616.8296945558395, 652.5602278616279 610.8759800579865, 657.544733023271 610.8759800579865, 657.544733023271 616.8296945558395))",1
img1,153,"POLYGON ((109.467389555648 338.8628815852571, 103.5776431984268 338.8628815852571, 103.5776431984268 333.8503314920235, 109.467389555648 333.8503314920235, 109.467389555648 338.8628815852571))",1
img1,154,"POLYGON ((625.3231378505006 1002.575010701548, 620.4338035057299 1007.85034512484, 617.4310046765022 1005.067263283767, 622.320339019876 999.7919288608246, 625.3231378505006 1002.575010701548))",1
img1,155,"POLYGON ((817.8831105185673 973.6648807610618, 813.2309057009406 973.6648807610618, 813.2309057009406 967.3511742225382, 817.8831105185673 967.3511742225382, 817.8831105185673 973.6648807610618))",1
img1,156,"POLYGON ((12.19722969550639 282.844796214602, 9.941582156345248 290.9901901079575, 6.600341219455004 290.064923391561, 8.855988759547472 281.9195294904057, 12.19722969550639 282.844796214602))",1
img1,157,"POLYGON ((959.9931987999007 212.5429884131299, 953.9010258228518 212.5429884131299, 953.9010258228518 207.7800168134272, 959.9931987999007 207.7800168134272, 959.9931987999007 212.5429884131299))",1
img1,158,"POLYGON ((583.1648393324576 832.6726139171515, 576.6895902235992 836.9150185042527, 574.6357971653342 833.7802817305783, 581.1110462718643 829.5378771423129, 583.1648393324576 832.6726139171515))",1
img1,159,"POLYGON ((252.1161480112933 826.4076018157648, 244.6393902688287 826.4076018157648, 244.6393902688287 822.530764466268, 252.1161480112933 822.530764466268, 252.1161480112933 826.4076018157648))",1
img1,160,"POLYGON ((446.8076545922086 173.7420771877514, 439.053979894612 173.7420771877514, 439.053979894612 170.0036983166356, 446.8076545922086 170.0036983166356, 446.8076545922086 173.7420771877514))",1
img1,161,"POLYGON ((136.3154708505608 259.9133891972015, 136.3154708505608 261.5424679764546, 139.323000903707 261.5424679764546, 139.323000903707 267.933469341835, 136.3154708505608 267.933469341835, 136.3154708505608 263.2968605072238, 133.4332545478828 263.2968605072238, 133.4332545478828 259.9133891972015, 136.3154708505608 259.9133891972015))",1
img1,162,"POLYGON ((631.1266248896718 481.9561847127043, 627.1113290647045 481.9561847127043, 627.1113290647045 474.7563439222286, 631.1266248896718 474.7563439222286, 631.1266248896718 481.9561847127043))",1
img1,163,"POLYGON ((808.4233504734002 199.7722708142828, 804.1865210845135 199.7722708142828, 804.1865210845135 192.9601137585705, 808.4233504734002 192.9601137585705, 808.4233504734002 199.7722708142828))",1
img1,164,"POLYGON ((981.3711876063608 216.3921340643428, 972.8018021797761 219.458244446665, 971.7344776252285 216.4752091504633, 980.3038630508818 213.4090987715172, 981.3711876063608 216.3921340643428))",1
img1,165,"POLYGON ((665.6860914574936 846.4076948078582, 660.4800527328625 846.4076948078582, 660.4800527328625 840.8693557406077, 665.6860914574936 840.8693557406077, 665.6860914574936 846.4076948078582))",1
img1,166,"POLYGON ((678.5888061244041 420.1427823638078, 672.9812378166243 420.1427823638078, 672.9812378166243 415.0198187266942, 678.5888061244041 415.0198187266942, 678.5888061244041 420.1427823638078))",1
img1,167,"POLYGON ((982.2055845488794 907.6724323694361, 978.7164309346117 907.6724323694361, 978.7164309346117 899.4479988511885, 982.2055845488794 899.4479988511885, 982.2055845488794 907.6724323694361))",1
img1,168,"POLYGON ((811.4504681592807 781.2912270448869, 805.1367616197094 781.2912270448869, 805.1367616197094 776.7497890072409, 811.4504681592807 776.7497890072409, 811.4504681592807 781.2912270448869))",1
img1,169,"POLYGON ((203.9353284840472 877.9267510910286, 201.3876925129443 877.9267510910286, 201.3876925129443 866.7393061704934, 203.9353284840472 866.7393061704934, 203.9353284840472 877.9267510910286))",1
img1,170,"POLYGON ((368.2474687146023 533.930727701867, 364.2598645854741 533.930727701867, 364.2598645854741 526.7862703052815, 368.2474687146023 526.7862703052815, 368.2474687146023 533.930727701867))",1
img1,171,"POLYGON ((548.5112190283835 692.9800549742067, 546.5993092632852 695.0558427183423, 544.3914438579232 693.0222824766533, 542.2387750865892 691.0395612388384, 546.8705716752447 686.0107535148272, 549.0232404465787 687.993474752293, 546.3033536211587 690.9464947337983, 548.5112190283835 692.9800549742067))",1
img1,172,"POLYGON ((144.4898356478661 617.0761538497172, 141.6652827239595 617.0761538497172, 141.6652827239595 607.0240684414748, 144.4898356478661 607.0240684414748, 144.4898356478661 617.0761538497172))",1
img1,173,"POLYGON ((311.3659573076293 323.3432305876631, 304.5538002531976 323.3432305876631, 304.5538002531976 319.1894762866432, 311.3659573076293 319.1894762866432, 311.3659573076293 323.3432305876631))",1
img1,174,"POLYGON ((410.2546167387627 207.0828783833422, 405.9347122637555 207.0828783833422, 405.9347122637555 200.5476382842753, 410.2546167387627 200.5476382842753, 410.2546167387627 207.0828783833422))",1
img1,175,"POLYGON ((396.4419990978204 669.4400388688082, 392.0113278436475 669.4400388688082, 392.0113278436475 663.0709489400033, 396.4419990978204 663.0709489400033, 396.4419990978204 669.4400388688082))",1
img1,176,"POLYGON ((67.12815816421062 736.6529064399656, 63.8293106588535 737.08608843619, 62.72517860401422 728.6776981803123, 66.02402611123398 728.2445161856012, 67.12815816421062 736.6529064399656))",1
img1,177,"POLYGON ((412.0970375342295 802.5447878252016, 407.5555994971655 802.5447878252016, 407.5555994971655 796.3418480680557, 412.0970375342295 796.3418480680557, 412.0970375342295 802.5447878252016))",1
img1,178,"POLYGON ((242.8341521187685 551.7493566188496, 237.1628929101862 551.7493566188496, 237.1628929101862 546.7870048123877, 242.8341521187685 546.7870048123877, 242.8341521187685 551.7493566188496))",1
img1,179,"POLYGON ((96.3014936982654 283.7655722020427, 89.53455107705668 287.900926029426, 87.6852580178529 284.874810115085, 94.45220063999295 280.7394562859554, 96.3014936982654 283.7655722020427))",1
img1,180,"POLYGON ((392.6106222788803 602.9305865188362, 387.792267288547 602.9305865188362, 387.792267288547 597.1153304958716, 392.6106222788803 597.1153304958716, 392.6106222788803 602.9305865188362))",1
img1,181,"POLYGON ((204.5510459728539 895.4706900035962, 196.908138057217 895.4706900035962, 196.908138057217 891.8153862195322, 204.5510459728539 891.8153862195322, 204.5510459728539 895.4706900035962))",1
img1,182,"POLYGON ((190.0763316997327 331.983039538376, 185.4241268830374 331.983039538376, 185.4241268830374 326.0016333418898, 190.0763316997327 326.0016333418898, 190.0763316997327 331.983039538376))",1
img1,183,"POLYGON ((969.4132212772965 962.7635833648965, 965.3148503662087 962.7635833648965, 965.3148503662087 956.0068096991163, 969.4132212772965 956.0068096991163, 969.4132212772965 962.7635833648965))",1
img1,184,"POLYGON ((420.7774609685875 170.9729076537769, 415.9314142842777 170.9729076537769, 415.9314142842777 165.2961101077963, 420.7774609685875 165.2961101077963, 420.7774609685875 170.9729076537769))",1
img1,185,"POLYGON ((795.7123546372168 826.2163874583784, 792.167817633599 826.2163874583784, 792.167817633599 818.4627127613639, 795.7123546372168 818.4627127613639, 795.7123546372168 826.2163874583784))",1
img1,186,"POLYGON ((153.0765753481537 318.4367399624316, 146.4349464783445 318.4367399624316, 146.4349464783445 314.3013861371437, 153.0765753481537 314.3013861371437, 153.0765753481537 318.4367399624316))",1
img1,187,"POLYGON ((412.0806532748975 534.9031677370658, 408.4807328814641 534.9031677370658, 408.4807328814641 527.287951518083, 412.0806532748975 527.287951518083, 412.0806532748975 534.9031677370658))",1
img1,188,"POLYGON ((442.9640472768806 673.1784177405061, 435.9026649636216 673.1784177405061, 435.9026649636216 669.3015803940361, 442.9640472768806 669.3015803940361, 442.9640472768806 673.1784177405061))",1
img1,189,"POLYGON ((12.45906294463202 760.4245224383194, 8.582225597929209 760.4245224383194, 8.582225597929209 753.3631401268067, 12.45906294463202 753.3631401268067, 12.45906294463202 760.4245224383194))",1
img1,190,"POLYGON ((9.136059504002333 791.1623042727588, 4.843846724834293 791.1623042727588, 4.843846724834293 784.7932143439539, 9.136059504002333 784.7932143439539, 9.136059504002333 791.1623042727588))",1
img1,191,"POLYGON ((716.1126686763018 606.3068503258983, 709.7435787487775 606.3068503258983, 709.7435787487775 602.0146375473123, 716.1126686763018 602.0146375473123, 716.1126686763018 606.3068503258983))",1
img1,192,"POLYGON ((293.4605070999824 242.9487006644486, 286.6760417413898 242.9487006644486, 286.6760417413898 238.9334048372693, 293.4605070999824 238.9334048372693, 293.4605070999824 242.9487006644486))",1
img1,193,"POLYGON ((9.212554596364498 26.06636560882907, 4.951887019444257 26.06636560882907, 4.951887019444257 19.67536424007267, 9.212554596364498 19.67536424007267, 9.212554596364498 26.06636560882907))",1
img1,194,"POLYGON ((134.3019738644361 287.130457655061, 130.9185025533661 287.130457655061, 130.9185025533661 279.1103775098454, 134.3019738644361 279.1103775098454, 134.3019738644361 287.130457655061))",1
img1,195,"POLYGON ((1010.284963630605 812.5514588635415, 1010.284963630605 818.2005647137994, 1007.128110359889 818.2005647137994, 1007.128110359889 815.2098616155563, 1003.638956747018 815.2098616155563, 1003.638956747018 812.5514588635415, 1007.128110359889 812.5514588635415, 1008.872687167954 812.5514588635415, 1010.284963630605 812.5514588635415))",1
img2,197,"POLYGON ((643.0863911923952 280.9643215629039, 637.4372853427194 280.9643215629039, 637.4372853427194 276.2013499632012, 643.0863911923952 276.2013499632012, 643.0863911923952 280.9643215629039))",1
img3,198,"POLYGON ((714.2749546477571 580.5687906001695, 714.076596904546 584.1392299903091, 706.5676315897144 583.7220652502729, 706.7659893329255 580.1516258593183, 714.2749546477571 580.5687906001695))",1
img4,199,"POLYGON ((127.7941356967203 268.1840968462639, 124.0347231281921 268.1840968462639, 124.0347231281921 261.0412129649194, 127.7941356967203 261.0412129649194, 127.7941356967203 268.1840968462639))",1
img5,200,"POLYGON ((493.9622272411361 668.5599044862902, 488.6918527418748 673.4538236628287, 486.1531691527925 670.7198567225132, 491.4235436529852 665.8259375453927, 493.9622272411361 668.5599044862902))",1
